job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,job_title_encoded,experience_level_encoded,employment_type_encoded,work_models_encoded,employee_residence_encoded,salary_currency_encoded,company_location_encoded,company_size_encoded
125,3,2,1,2023,84,141298,20,141298,73,1,125,3,2,1,84,20,73,1
125,3,2,1,2023,84,115607,20,115607,73,1,125,3,2,1,84,20,73,1
126,3,2,1,2023,84,287500,20,287500,73,1,126,3,2,1,84,20,73,1
126,3,2,1,2023,84,156000,20,156000,73,1,126,3,2,1,84,20,73,1
36,2,2,2,2023,84,70000,20,70000,73,1,36,2,2,2,84,20,73,1
46,3,2,1,2023,84,199000,20,199000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,162000,20,162000,73,1,46,3,2,1,84,20,73,1
46,2,2,2,2023,84,170884,20,170884,73,1,46,2,2,2,84,20,73,1
46,2,2,2,2023,84,113923,20,113923,73,1,46,2,2,2,84,20,73,1
46,2,2,1,2023,84,184000,20,184000,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,123000,20,123000,73,1,46,2,2,1,84,20,73,1
73,3,2,1,2023,84,235750,20,235750,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,174250,20,174250,73,1,73,3,2,1,84,20,73,1
126,2,2,2,2023,84,165000,20,165000,73,1,126,2,2,2,84,20,73,1
126,2,2,2,2023,84,118800,20,118800,73,1,126,2,2,2,84,20,73,1
46,3,2,2,2023,84,225000,20,225000,73,1,46,3,2,2,84,20,73,1
100,2,2,1,2023,84,213900,20,213900,73,1,100,2,2,1,84,20,73,1
100,2,2,1,2023,84,116800,20,116800,73,1,100,2,2,1,84,20,73,1
73,3,2,2,2023,84,220000,20,220000,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,150000,20,150000,73,1,73,3,2,2,84,20,73,1
73,2,2,1,2023,84,150000,20,150000,73,1,73,2,2,1,84,20,73,1
73,2,2,1,2023,84,100000,20,100000,73,1,73,2,2,1,84,20,73,1
46,2,2,1,2023,84,155000,20,155000,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,120000,20,120000,73,1,46,2,2,1,84,20,73,1
46,3,2,1,2023,84,226700,20,226700,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,133300,20,133300,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,184000,20,184000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,123000,20,123000,73,1,46,3,2,1,84,20,73,1
73,3,2,1,2023,84,117000,20,117000,73,1,73,3,2,1,84,20,73,1
68,3,2,2,2023,84,160000,20,160000,73,1,68,3,2,2,84,20,73,1
68,3,2,2,2023,84,140000,20,140000,73,1,68,3,2,2,84,20,73,1
73,2,2,1,2023,84,73000,20,73000,73,1,73,2,2,1,84,20,73,1
73,3,2,2,2023,84,185900,20,185900,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,129300,20,129300,73,1,73,3,2,2,84,20,73,1
46,2,2,1,2023,84,104000,20,104000,73,1,46,2,2,1,84,20,73,1
46,3,2,2,2023,84,143000,20,143000,73,1,46,3,2,2,84,20,73,1
46,3,2,2,2023,84,116000,20,116000,73,1,46,3,2,2,84,20,73,1
126,2,2,1,2023,84,220000,20,220000,73,1,126,2,2,1,84,20,73,1
126,2,2,1,2023,84,180000,20,180000,73,1,126,2,2,1,84,20,73,1
46,3,2,1,2023,84,215000,20,215000,73,1,46,3,2,1,84,20,73,1
73,2,2,1,2023,84,253000,20,253000,73,1,73,2,2,1,84,20,73,1
73,2,2,1,2023,84,131000,20,131000,73,1,73,2,2,1,84,20,73,1
73,3,2,1,2023,84,147000,20,147000,73,1,73,3,2,1,84,20,73,1
60,2,2,1,2023,84,186000,20,186000,73,1,60,2,2,1,84,20,73,1
60,2,2,1,2023,84,161000,20,161000,73,1,60,2,2,1,84,20,73,1
100,3,2,1,2023,84,205000,20,205000,73,1,100,3,2,1,84,20,73,1
36,3,2,2,2023,84,137000,20,137000,73,1,36,3,2,2,84,20,73,1
36,3,2,2,2023,84,110000,20,110000,73,1,36,3,2,2,84,20,73,1
73,3,2,2,2023,84,172000,20,172000,73,1,73,3,2,2,84,20,73,1
46,2,2,1,2023,84,148000,20,148000,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,99000,20,99000,73,1,46,2,2,1,84,20,73,1
36,0,2,1,2023,84,105000,20,105000,73,1,36,0,2,1,84,20,73,1
46,3,2,1,2023,84,99000,20,99000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,52500,20,52500,73,1,46,3,2,1,84,20,73,1
107,3,2,2,2023,84,180514,20,180514,73,1,107,3,2,2,84,20,73,1
107,3,2,2,2023,84,108308,20,108308,73,1,107,3,2,2,84,20,73,1
100,3,2,1,2023,84,210000,20,210000,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,147000,20,147000,73,1,100,3,2,1,84,20,73,1
46,3,2,1,2023,84,290300,20,290300,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,196685,20,196685,73,1,46,3,2,1,84,20,73,1
2,3,2,1,2023,84,220000,20,220000,73,1,2,3,2,1,84,20,73,1
2,3,2,1,2023,84,176000,20,176000,73,1,2,3,2,1,84,20,73,1
100,2,2,1,2023,84,175000,20,175000,73,1,100,2,2,1,84,20,73,1
100,2,2,1,2023,84,130000,20,130000,73,1,100,2,2,1,84,20,73,1
43,3,2,1,2023,84,185000,20,185000,73,1,43,3,2,1,84,20,73,1
43,3,2,1,2023,84,150000,20,150000,73,1,43,3,2,1,84,20,73,1
46,3,2,1,2023,84,115000,20,115000,73,1,46,3,2,1,84,20,73,1
98,0,2,1,2023,84,133000,20,133000,73,1,98,0,2,1,84,20,73,1
98,0,2,1,2023,84,58300,20,58300,73,1,98,0,2,1,84,20,73,1
46,3,2,1,2023,84,230300,20,230300,73,1,46,3,2,1,84,20,73,1
73,3,2,1,2023,84,224800,20,224800,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,131100,20,131100,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,258000,20,258000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,171000,20,171000,73,1,73,3,2,1,84,20,73,1
46,3,2,1,2023,84,196000,20,196000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,121000,20,121000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,195800,20,195800,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,171500,20,171500,73,1,46,3,2,1,84,20,73,1
54,2,2,1,2023,84,166000,20,166000,73,1,54,2,2,1,84,20,73,1
54,2,2,1,2023,84,73100,20,73100,73,1,54,2,2,1,84,20,73,1
73,2,2,1,2023,84,160000,20,160000,73,1,73,2,2,1,84,20,73,1
73,0,2,1,2023,84,85000,20,85000,73,1,73,0,2,1,84,20,73,1
73,0,2,1,2023,84,65000,20,65000,73,1,73,0,2,1,84,20,73,1
100,2,2,1,2023,84,220000,20,220000,73,1,100,2,2,1,84,20,73,1
73,3,2,1,2023,84,152000,20,152000,73,1,73,3,2,1,84,20,73,1
125,2,2,1,2023,84,220000,20,220000,73,1,125,2,2,1,84,20,73,1
125,2,2,1,2023,84,100000,20,100000,73,1,125,2,2,1,84,20,73,1
73,3,2,1,2023,84,150200,20,150200,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,71000,20,71000,73,1,73,3,2,1,84,20,73,1
46,3,2,1,2023,84,167200,20,167200,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,133000,20,133000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,58400,20,58400,73,1,46,3,2,1,84,20,73,1
73,2,2,1,2023,84,135000,20,135000,73,1,73,2,2,1,84,20,73,1
46,2,2,1,2023,84,166000,20,166000,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,73100,20,73100,73,1,46,2,2,1,84,20,73,1
36,3,2,2,2023,84,165000,20,165000,73,1,36,3,2,2,84,20,73,1
36,3,2,2,2023,84,140000,20,140000,73,1,36,3,2,2,84,20,73,1
8,2,2,2,2023,84,700000,20,700000,73,1,8,2,2,2,84,20,73,1
8,2,2,2,2023,84,150000,20,150000,73,1,8,2,2,2,84,20,73,1
36,2,2,1,2023,84,167000,20,167000,73,1,36,2,2,1,84,20,73,1
36,2,2,1,2023,84,121000,20,121000,73,1,36,2,2,1,84,20,73,1
73,3,2,1,2023,84,190200,20,190200,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,95100,20,95100,73,1,73,3,2,1,84,20,73,1
36,0,2,1,2023,84,133000,20,133000,73,1,36,0,2,1,84,20,73,1
36,0,2,1,2023,84,58400,20,58400,73,1,36,0,2,1,84,20,73,1
46,3,2,1,2023,84,135000,20,135000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,100000,20,100000,73,1,46,3,2,1,84,20,73,1
100,3,2,1,2023,84,294000,20,294000,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,192000,20,192000,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,266000,20,266000,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,167000,20,167000,73,1,100,3,2,1,84,20,73,1
100,3,2,2,2023,84,200000,20,200000,73,1,100,3,2,2,84,20,73,1
100,3,2,2,2023,84,150000,20,150000,73,1,100,3,2,2,84,20,73,1
36,0,2,2,2023,84,163800,20,163800,73,1,36,0,2,2,84,20,73,1
36,0,2,2,2023,84,88200,20,88200,73,1,36,0,2,2,84,20,73,1
36,3,2,1,2023,84,180400,20,180400,73,1,36,3,2,1,84,20,73,1
36,3,2,1,2023,84,138800,20,138800,73,1,36,3,2,1,84,20,73,1
100,3,2,2,2023,84,319000,20,319000,73,1,100,3,2,2,84,20,73,1
100,3,2,2,2023,84,206000,20,206000,73,1,100,3,2,2,84,20,73,1
73,3,2,1,2023,84,215000,20,215000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,142000,20,142000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,266000,20,266000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,167000,20,167000,73,1,73,3,2,1,84,20,73,1
46,2,2,1,2023,84,178300,20,178300,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,105400,20,105400,73,1,46,2,2,1,84,20,73,1
100,3,2,1,2023,84,142000,20,142000,73,1,100,3,2,1,84,20,73,1
126,3,2,2,2023,84,240000,20,240000,73,1,126,3,2,2,84,20,73,1
126,3,2,2,2023,84,210000,20,210000,73,1,126,3,2,2,84,20,73,1
46,2,2,1,2023,84,750000,20,750000,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,150000,20,150000,73,1,46,2,2,1,84,20,73,1
66,3,2,1,2023,84,145000,20,145000,73,1,66,3,2,1,84,20,73,1
66,3,2,1,2023,84,128000,20,128000,73,1,66,3,2,1,84,20,73,1
46,3,2,2,2023,84,154000,20,154000,73,1,46,3,2,2,84,20,73,1
46,3,2,2,2023,84,126000,20,126000,73,1,46,3,2,2,84,20,73,1
107,3,2,1,2023,84,240000,20,240000,73,1,107,3,2,1,84,20,73,1
107,3,2,1,2023,84,157250,20,157250,73,1,107,3,2,1,84,20,73,1
46,1,2,2,2023,84,219650,20,219650,73,1,46,1,2,2,84,20,73,1
46,1,2,2,2023,84,136000,20,136000,73,1,46,1,2,2,84,20,73,1
100,2,2,2,2023,84,180000,20,180000,73,1,100,2,2,2,84,20,73,1
100,2,2,2,2023,84,125000,20,125000,73,1,100,2,2,2,84,20,73,1
73,3,2,1,2023,84,247600,20,247600,73,0,73,3,2,1,84,20,73,0
73,3,2,1,2023,84,127300,20,127300,73,0,73,3,2,1,84,20,73,0
46,2,2,1,2023,84,250000,20,250000,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,125000,20,125000,73,1,46,2,2,1,84,20,73,1
100,3,2,2,2023,84,190000,20,190000,73,1,100,3,2,2,84,20,73,1
100,3,2,2,2023,84,170000,20,170000,73,1,100,3,2,2,84,20,73,1
73,3,2,2,2023,84,202600,20,202600,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,168800,20,168800,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,203000,20,203000,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,127000,20,127000,73,1,73,3,2,2,84,20,73,1
23,2,2,2,2023,84,125009,20,125009,73,1,23,2,2,2,84,20,73,1
23,2,2,2,2023,84,83339,20,83339,73,1,23,2,2,2,84,20,73,1
36,3,2,2,2023,84,112200,20,112200,73,1,36,3,2,2,84,20,73,1
36,3,2,2,2023,84,91800,20,91800,73,1,36,3,2,2,84,20,73,1
73,0,3,1,2023,84,133000,20,133000,73,1,73,0,3,1,84,20,73,1
73,0,3,1,2023,84,58300,20,58300,73,1,73,0,3,1,84,20,73,1
46,3,2,1,2023,84,254000,20,254000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,159000,20,159000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,85000,20,85000,73,1,46,3,2,1,84,20,73,1
73,2,2,1,2023,84,130500,20,130500,73,1,73,2,2,1,84,20,73,1
73,2,2,1,2023,84,116000,20,116000,73,1,73,2,2,1,84,20,73,1
124,0,2,2,2023,84,81400,20,81400,73,1,124,0,2,2,84,20,73,1
124,0,2,2,2023,84,43500,20,43500,73,1,124,0,2,2,84,20,73,1
46,2,2,1,2023,84,92000,20,92000,73,1,46,2,2,1,84,20,73,1
36,3,2,1,2023,84,166000,20,166000,73,1,36,3,2,1,84,20,73,1
36,3,2,1,2023,84,73100,20,73100,73,1,36,3,2,1,84,20,73,1
126,3,2,1,2023,84,190000,20,190000,73,1,126,3,2,1,84,20,73,1
126,3,2,1,2023,84,165000,20,165000,73,1,126,3,2,1,84,20,73,1
100,3,2,1,2023,84,305600,20,305600,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,146600,20,146600,73,1,100,3,2,1,84,20,73,1
46,3,2,1,2023,84,275000,20,275000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,146400,20,146400,73,1,46,3,2,1,84,20,73,1
73,3,2,1,2023,84,208500,20,208500,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,165000,20,165000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,258700,20,258700,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,172500,20,172500,73,1,73,3,2,1,84,20,73,1
46,3,2,2,2023,84,185000,20,185000,73,1,46,3,2,2,84,20,73,1
23,3,2,1,2023,84,198200,20,198200,73,1,23,3,2,1,84,20,73,1
23,3,2,1,2023,84,110200,20,110200,73,1,23,3,2,1,84,20,73,1
106,3,2,1,2023,84,166000,20,166000,73,1,106,3,2,1,84,20,73,1
106,3,2,1,2023,84,73100,20,73100,73,1,106,3,2,1,84,20,73,1
106,3,2,1,2023,84,212000,20,212000,73,1,106,3,2,1,84,20,73,1
106,3,2,1,2023,84,93300,20,93300,73,1,106,3,2,1,84,20,73,1
2,3,2,1,2023,84,212000,20,212000,73,1,2,3,2,1,84,20,73,1
2,3,2,1,2023,84,93300,20,93300,73,1,2,3,2,1,84,20,73,1
46,2,2,1,2023,84,167100,20,167100,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,111400,20,111400,73,1,46,2,2,1,84,20,73,1
73,0,2,2,2023,84,166000,20,166000,73,1,73,0,2,2,84,20,73,1
73,0,2,2,2023,84,73100,20,73100,73,1,73,0,2,2,84,20,73,1
36,1,2,1,2023,84,170000,20,170000,73,1,36,1,2,1,84,20,73,1
36,1,2,1,2023,84,145000,20,145000,73,1,36,1,2,1,84,20,73,1
43,3,2,2,2023,84,170000,20,170000,73,1,43,3,2,2,84,20,73,1
43,3,2,2,2023,84,135000,20,135000,73,1,43,3,2,2,84,20,73,1
46,3,2,1,2023,84,139810,20,139810,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,95325,20,95325,73,1,46,3,2,1,84,20,73,1
46,3,2,2,2023,84,247300,20,247300,73,1,46,3,2,2,84,20,73,1
46,3,2,2,2023,84,139700,20,139700,73,1,46,3,2,2,84,20,73,1
73,3,2,2,2023,84,188000,20,188000,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,139000,20,139000,73,1,73,3,2,2,84,20,73,1
73,3,2,1,2023,84,750000,20,750000,73,1,73,3,2,1,84,20,73,1
46,3,2,1,2023,84,160000,20,160000,73,1,46,3,2,1,84,20,73,1
53,2,2,2,2023,84,127000,20,127000,73,1,53,2,2,2,84,20,73,1
53,2,2,2,2023,84,65000,20,65000,73,1,53,2,2,2,84,20,73,1
97,3,2,1,2023,84,276000,20,276000,73,1,97,3,2,1,84,20,73,1
97,3,2,1,2023,84,174000,20,174000,73,1,97,3,2,1,84,20,73,1
8,1,2,2,2023,84,250000,20,250000,73,1,8,1,2,2,84,20,73,1
8,1,2,2,2023,84,210000,20,210000,73,1,8,1,2,2,84,20,73,1
67,1,2,1,2023,84,212000,20,212000,73,1,67,1,2,1,84,20,73,1
67,1,2,1,2023,84,190000,20,190000,73,1,67,1,2,1,84,20,73,1
125,3,2,1,2023,84,261500,20,261500,73,0,125,3,2,1,84,20,73,0
125,3,2,1,2023,84,134500,20,134500,73,0,125,3,2,1,84,20,73,0
43,3,2,1,2023,84,239000,20,239000,73,0,43,3,2,1,84,20,73,0
43,3,2,1,2023,84,122900,20,122900,73,0,43,3,2,1,84,20,73,0
97,3,2,1,2023,84,331640,20,331640,73,1,97,3,2,1,84,20,73,1
97,3,2,1,2023,84,267720,20,267720,73,1,97,3,2,1,84,20,73,1
46,3,2,1,2023,84,180000,20,180000,73,1,46,3,2,1,84,20,73,1
46,3,2,1,2023,84,90000,20,90000,73,1,46,3,2,1,84,20,73,1
36,2,2,2,2023,84,83000,20,83000,73,1,36,2,2,2,84,20,73,1
36,2,2,2,2023,84,66000,20,66000,73,1,36,2,2,2,84,20,73,1
73,3,2,1,2023,84,224250,20,224250,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,121550,20,121550,73,1,73,3,2,1,84,20,73,1
46,2,2,2,2023,84,109000,20,109000,73,1,46,2,2,2,84,20,73,1
46,2,2,2,2023,84,100000,20,100000,73,1,46,2,2,2,84,20,73,1
73,3,2,1,2023,84,205400,20,205400,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,92900,20,92900,73,1,73,3,2,1,84,20,73,1
97,0,2,1,2023,84,220000,20,220000,73,1,97,0,2,1,84,20,73,1
97,0,2,1,2023,84,130000,20,130000,73,1,97,0,2,1,84,20,73,1
73,2,2,2,2023,84,160000,20,160000,73,1,73,2,2,2,84,20,73,1
73,2,2,2,2023,84,110000,20,110000,73,1,73,2,2,2,84,20,73,1
26,3,2,2,2023,84,186030,20,186030,73,1,26,3,2,2,84,20,73,1
26,3,2,2,2023,84,110200,20,110200,73,1,26,3,2,2,84,20,73,1
125,2,2,2,2023,84,130000,20,130000,73,1,125,2,2,2,84,20,73,1
125,2,2,2,2023,84,100000,20,100000,73,1,125,2,2,2,84,20,73,1
73,2,2,1,2023,84,242000,20,242000,73,1,73,2,2,1,84,20,73,1
73,2,2,1,2023,84,106200,20,106200,73,1,73,2,2,1,84,20,73,1
73,1,2,2,2023,84,220000,20,220000,73,1,73,1,2,2,84,20,73,1
73,1,2,2,2023,84,120000,20,120000,73,1,73,1,2,2,84,20,73,1
124,0,2,1,2023,84,91200,20,91200,73,1,124,0,2,1,84,20,73,1
124,0,2,1,2023,84,58200,20,58200,73,1,124,0,2,1,84,20,73,1
73,3,2,2,2023,84,192000,20,192000,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,178000,20,178000,73,1,73,3,2,2,84,20,73,1
46,3,2,2,2023,84,210000,20,210000,73,1,46,3,2,2,84,20,73,1
125,0,2,1,2023,84,160000,20,160000,73,1,125,0,2,1,84,20,73,1
125,0,2,1,2023,84,150000,20,150000,73,1,125,0,2,1,84,20,73,1
43,3,2,1,2023,84,206000,20,206000,73,1,43,3,2,1,84,20,73,1
43,3,2,1,2023,84,134000,20,134000,73,1,43,3,2,1,84,20,73,1
73,3,2,2,2023,84,180000,20,180000,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,135000,20,135000,73,1,73,3,2,2,84,20,73,1
73,3,2,1,2023,84,200000,20,200000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,120000,20,120000,73,1,73,3,2,1,84,20,73,1
46,2,2,1,2023,84,106700,20,106700,73,1,46,2,2,1,84,20,73,1
46,2,2,1,2023,84,57700,20,57700,73,1,46,2,2,1,84,20,73,1
100,3,2,1,2023,84,266400,20,266400,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,173300,20,173300,73,1,100,3,2,1,84,20,73,1
36,2,2,1,2023,84,125000,20,125000,73,1,36,2,2,1,84,20,73,1
36,2,2,1,2023,84,100000,20,100000,73,1,36,2,2,1,84,20,73,1
26,3,2,1,2023,84,165600,20,165600,73,0,26,3,2,1,84,20,73,0
26,3,2,1,2023,84,65800,20,65800,73,0,26,3,2,1,84,20,73,0
73,2,2,1,2023,84,210400,20,210400,73,1,73,2,2,1,84,20,73,1
73,2,2,1,2023,84,170500,20,170500,73,1,73,2,2,1,84,20,73,1
46,2,2,2,2023,84,170000,20,170000,73,1,46,2,2,2,84,20,73,1
73,3,2,2,2023,84,185400,20,185400,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,81536,20,81536,73,1,73,3,2,2,84,20,73,1
36,3,2,1,2023,84,193000,20,193000,73,1,36,3,2,1,84,20,73,1
36,3,2,1,2023,84,158000,20,158000,73,1,36,3,2,1,84,20,73,1
46,3,2,2,2023,84,100000,20,100000,73,1,46,3,2,2,84,20,73,1
36,2,2,2,2023,84,95000,20,95000,73,1,36,2,2,2,84,20,73,1
36,2,2,2,2023,84,75000,20,75000,73,1,36,2,2,2,84,20,73,1
36,2,2,1,2023,84,115000,20,115000,73,1,36,2,2,1,84,20,73,1
36,2,2,1,2023,84,105000,20,105000,73,1,36,2,2,1,84,20,73,1
46,3,2,1,2023,84,161900,20,161900,73,1,46,3,2,1,84,20,73,1
36,2,2,2,2023,84,80000,20,80000,73,1,36,2,2,2,84,20,73,1
36,3,2,2,2023,84,192500,20,192500,73,1,36,3,2,2,84,20,73,1
8,2,2,1,2023,84,100000,20,100000,73,1,8,2,2,1,84,20,73,1
8,2,2,1,2023,84,75000,20,75000,73,1,8,2,2,1,84,20,73,1
73,3,2,1,2023,84,166000,20,166000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,73100,20,73100,73,1,73,3,2,1,84,20,73,1
97,3,2,1,2023,84,336300,20,336300,73,1,97,3,2,1,84,20,73,1
97,3,2,1,2023,84,179000,20,179000,73,1,97,3,2,1,84,20,73,1
100,3,2,1,2023,84,296400,20,296400,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,159600,20,159600,73,1,100,3,2,1,84,20,73,1
89,3,2,2,2023,84,258500,20,258500,73,1,89,3,2,2,84,20,73,1
89,3,2,2,2023,84,226500,20,226500,73,1,89,3,2,2,84,20,73,1
126,3,2,1,2023,84,247250,20,247250,73,1,126,3,2,1,84,20,73,1
126,3,2,1,2023,84,118400,20,118400,73,1,126,3,2,1,84,20,73,1
16,2,2,1,2023,84,160000,20,160000,73,1,16,2,2,1,84,20,73,1
16,2,2,1,2023,84,140000,20,140000,73,1,16,2,2,1,84,20,73,1
100,3,2,1,2023,84,93400,20,93400,73,1,100,3,2,1,84,20,73,1
73,3,2,1,2023,84,219000,20,219000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,132000,20,132000,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,130500,20,130500,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,116000,20,116000,73,1,73,3,2,1,84,20,73,1
126,3,2,1,2023,84,323300,20,323300,73,1,126,3,2,1,84,20,73,1
126,3,2,1,2023,84,184700,20,184700,73,1,126,3,2,1,84,20,73,1
107,3,2,1,2023,84,250000,20,250000,73,1,107,3,2,1,84,20,73,1
73,2,2,1,2023,84,136000,20,136000,73,1,73,2,2,1,84,20,73,1
73,2,2,1,2023,84,91000,20,91000,73,1,73,2,2,1,84,20,73,1
73,0,2,1,2023,84,135000,20,135000,73,1,73,0,2,1,84,20,73,1
73,0,2,1,2023,84,110000,20,110000,73,1,73,0,2,1,84,20,73,1
16,3,2,2,2023,84,202000,20,202000,73,1,16,3,2,2,84,20,73,1
16,3,2,2,2023,84,147000,20,147000,73,1,16,3,2,2,84,20,73,1
73,3,2,1,2023,84,170625,20,170625,73,1,73,3,2,1,84,20,73,1
73,3,2,1,2023,84,127950,20,127950,73,1,73,3,2,1,84,20,73,1
36,0,2,1,2023,84,85256,20,85256,73,1,36,0,2,1,84,20,73,1
36,0,2,1,2023,84,71615,20,71615,73,1,36,0,2,1,84,20,73,1
73,0,2,1,2023,84,100000,20,100000,73,0,73,0,2,1,84,20,73,0
124,2,2,1,2023,84,100000,20,100000,73,2,124,2,2,1,84,20,73,2
46,1,2,1,2023,84,185000,20,185000,73,1,46,1,2,1,84,20,73,1
46,1,2,1,2023,84,125000,20,125000,73,1,46,1,2,1,84,20,73,1
51,0,2,2,2023,84,60000,20,60000,73,1,51,0,2,2,84,20,73,1
51,0,2,2,2023,84,52000,20,52000,73,1,51,0,2,2,84,20,73,1
100,3,2,1,2023,84,260000,20,260000,73,1,100,3,2,1,84,20,73,1
73,3,2,1,2023,84,225000,20,225000,73,1,73,3,2,1,84,20,73,1
23,3,2,2,2023,84,100000,20,100000,73,1,23,3,2,2,84,20,73,1
23,3,2,2,2023,84,80000,20,80000,73,1,23,3,2,2,84,20,73,1
103,3,2,1,2023,84,204500,20,204500,73,1,103,3,2,1,84,20,73,1
103,3,2,1,2023,84,142200,20,142200,73,1,103,3,2,1,84,20,73,1
73,3,2,2,2023,84,297300,20,297300,73,1,73,3,2,2,84,20,73,1
73,3,2,2,2023,84,198200,20,198200,73,1,73,3,2,2,84,20,73,1
100,3,2,2,2023,84,240000,20,240000,73,1,100,3,2,2,84,20,73,1
26,3,2,1,2023,84,185000,20,185000,73,0,26,3,2,1,84,20,73,0
26,3,2,1,2023,84,79600,20,79600,73,0,26,3,2,1,84,20,73,0
13,3,2,1,2023,84,222200,20,222200,73,0,13,3,2,1,84,20,73,0
46,3,2,2,2023,84,110000,20,110000,73,1,46,3,2,2,84,20,73,1
46,3,2,2,2023,84,95000,20,95000,73,1,46,3,2,2,84,20,73,1
100,3,2,1,2023,84,324000,20,324000,73,1,100,3,2,1,84,20,73,1
100,3,2,1,2023,84,159000,20,159000,73,1,100,3,2,1,84,20,73,1
124,2,2,2,2023,84,71000,20,71000,73,1,124,2,2,2,84,20,73,1
124,2,2,2,2023,84,57000,20,57000,73,1,124,2,2,2,84,20,73,1
36,2,2,2,2023,84,59000,20,59000,73,1,36,2,2,2,84,20,73,1
36,2,2,2,2023,84,50000,20,50000,73,1,36,2,2,2,84,20,73,1
100,3,2,2,2023,84,234000,20,234000,73,1,100,3,2,2,84,20,73,1
100,3,2,2,2023,84,208000,20,208000,73,1,100,3,2,2,84,20,73,1
8,3,2,2,2023,84,187000,20,187000,73,1,8,3,2,2,84,20,73,1
8,3,2,2,2023,84,128000,20,128000,73,1,8,3,2,2,84,20,73,1
36,2,2,1,2023,84,135000,20,135000,73,1,36,2,2,1,84,20,73,1
36,2,2,1,2023,84,120000,20,120000,73,1,36,2,2,1,84,20,73,1
43,2,2,2,2023,84,150000,20,150000,73,1,43,2,2,2,84,20,73,1
